status_id,permalink,created_time,share_text,image_text_py,image_text_ms,ms_cv_caption,clarifai_tags,clarifai_tags_prob,reposted,original,repost,repost_order,times_repost,days_bet_repost
1405630409737397_1746471842319917,https://www.facebook.com/1405630409737397_1746471842319917,31/03/2017 0:00,"Please, don't disturb.",any plans this weekend?,any plans this weekend?,a crowd of people,"people,adult,woman,horizontal,education,child,business,indoors,man,happiness,bed,fatigue,portrait,communication,sleep,paper,relaxation,cheerful,isolated,book","0.98949254,0.9892143,0.9850886,0.97458494,0.9654005,0.96405876,0.9538969,0.949729,0.9392657,0.9297571,0.92825496,0.9206655,0.9191359,0.91330373,0.90988815,0.90920234,0.9009429,0.88976705,0.8846643,0.88023376",1,1,0,0,2,0
1405630409737397_1762269350740166,https://www.facebook.com/1405630409737397_1762269350740166,29/04/2017 2:00,"Please, don't disturb.",any plans this weekend?,any plans this weekend?,a crowd of people,"people,adult,woman,horizontal,education,child,business,indoors,man,happiness,bed,fatigue,portrait,communication,sleep,paper,relaxation,cheerful,isolated,book","0.9895221,0.989289,0.98477864,0.97503185,0.96478647,0.9636694,0.9539963,0.94931376,0.93964374,0.9295,0.9284636,0.9216604,0.9198959,0.9132518,0.91182387,0.90819395,0.90176994,0.889323,0.8813218,0.87975085",1,0,1,1,2,29
1405630409737397_1786205865013181,https://www.facebook.com/1405630409737397_1786205865013181,17/06/2017 1:00,"Please, don't disturb.",any plans this weekend?,any plans this weekend?,a close up of a womans face,"people,adult,woman,horizontal,education,child,business,indoors,man,bed,happiness,fatigue,portrait,sleep,communication,paper,relaxation,book,cheerful,isolated","0.9896978,0.98946726,0.98427284,0.97688186,0.96551245,0.96122956,0.95120806,0.9503046,0.93829906,0.92972434,0.926582,0.9248023,0.9188205,0.9142514,0.91176516,0.9064008,0.8982444,0.89214903,0.8855977,0.8764988",1,0,1,2,2,49
1405630409737397_1782035158763585,https://www.facebook.com/1405630409737397_1782035158763585,9/06/2017 0:00,Almost.,"are you ready for summer?
me:","are you ready for summer?
me:",a woman eating a donut,"horizontal,child,indoors,people,hungry,adult,woman,happiness,cheerful,food,portrait,enjoyment,sit,vertical,preparation,messy,table,meal,fun,togetherness","0.9849317,0.9813802,0.9800765,0.9795496,0.9680737,0.9606606,0.9545764,0.9412843,0.9231656,0.90096533,0.90048176,0.8874557,0.874912,0.8734092,0.868481,0.86083245,0.8580955,0.85774946,0.8553324,0.8362943",0,1,0,,,
1405630409737397_1559639747669795,https://www.facebook.com/1405630409737397_1559639747669795,29/02/2016 19:00,When you speak Spanish...,"Ariana
Grande
Ariana
Chiquita","Ariana
Grande
Ariana
Chiquita","Ariana Grande, Emma Kenney are posing for a picture","child,people,woman,portrait,cute,girl,young,fun,person,beautiful,happiness,isolated,little,smile,cheerful,family,joy,face,horizontal,pretty","0.9927121,0.9780746,0.96062243,0.9604708,0.94193274,0.93820626,0.91916233,0.919029,0.913934,0.91050607,0.9049121,0.90086037,0.89991903,0.87480795,0.8719232,0.8706339,0.86643827,0.86167973,0.857183,0.83717686",1,1,0,0,1,0
1405630409737397_1585208885112881,https://www.facebook.com/1405630409737397_1585208885112881,25/04/2016 9:00,When you speak Spanish...,"Ariana
Grande
Ariana
Chiquita","Ariana
Grande
Ariana
Chiquita","Ariana Grande, Emma Kenney are posing for a picture","child,people,portrait,woman,cute,girl,fun,young,person,little,beautiful,isolated,happiness,family,smile,face,cheerful,joy,horizontal,pretty","0.99413157,0.9792468,0.96070457,0.95872784,0.9465663,0.94095254,0.9287579,0.9255276,0.9227614,0.9170102,0.91577256,0.9081483,0.90353084,0.88194436,0.8800292,0.8763404,0.8715487,0.87148786,0.8495333,0.8401859",1,0,1,1,1,56
1405630409737397_1664722160494886,https://www.facebook.com/1405630409737397_1664722160494886,23/10/2016 16:00,We'll be here forever.,"as soon as my tÌa calls
my mom","as soon as my tÌa calls
my mom",a group of people in a library,"shelf,stock,wholesale,shop,people,adult,order,variation,library,man,bookcase,indoors,choose,education,aisle,warehouse,horizontal,shopping,market,bookstore","0.9980215,0.98531675,0.97671145,0.9728228,0.9725871,0.96373415,0.9531319,0.9526092,0.95186603,0.9488428,0.94456476,0.93663806,0.928111,0.92469084,0.91915274,0.9182648,0.90890884,0.90103716,0.8867258,0.87148833",0,1,0,,,
1405630409737397_1613305925636510,https://www.facebook.com/1405630409737397_1613305925636510,29/06/2016 15:00,Your patience is appreciated.,"ATTENTION:
Due to tacos, churros and
tamales my summer body will
be postponed another year.
Your patience is appreciated.","ATTENTION:
Due to tacos, churros and
tamales my summer body will
be postponed another year.
Your patience is appreciated.",a cell phone,"text,business,conceptual,cloud,education,typographic,desktop,management,research,abstract,internet,leadership,good,designing,knowledge,disjunct,change,achievement,company,strategy","0.9839707,0.9696026,0.9250266,0.92471075,0.92410904,0.918201,0.91553324,0.8886637,0.8851367,0.87901586,0.8751619,0.8624135,0.85711694,0.85445213,0.85053426,0.84841186,0.8482964,0.8436837,0.83894414,0.8377703",0,1,0,,,
1405630409737397_1555817884718648,https://www.facebook.com/1405630409737397_1555817884718648,19/02/2016 16:00,Avocados can't be trusted.,avocados be like,avocados be like,a tray filled with different types of fruit,"fruit,freshness,food,horizontal,game half,juicy,vertical,leaf,apple,nature,still life,variation,slice,refreshment,indoors,no person,pear,simplicity,farming,vegetable","0.9723072,0.9679365,0.9657607,0.95836616,0.9215778,0.9086536,0.9030714,0.8993416,0.88793105,0.8694738,0.86904585,0.8509287,0.84302074,0.83435297,0.81385386,0.800938,0.7925675,0.77538407,0.76952136,0.7603247",1,1,0,0,1,0
1405630409737397_1584814078485695,https://www.facebook.com/1405630409737397_1584814078485695,24/04/2016 9:00,Can't be trusted.,avocados be like,avocados be like,a tray filled with different types of fruit,"fruit,freshness,food,horizontal,game half,juicy,leaf,vertical,apple,nature,still life,variation,slice,refreshment,indoors,no person,pear,farming,vegetable,simplicity","0.9770237,0.9702444,0.9660113,0.9592491,0.9313533,0.9195577,0.9068838,0.9055945,0.88965535,0.88067234,0.8730075,0.85742813,0.84692556,0.8311156,0.8166918,0.8141632,0.8139821,0.7861694,0.77002203,0.76802975",1,0,1,1,1,65
1405630409737397_1576584229308680,https://www.facebook.com/1405630409737397_1576584229308680,4/04/2016 15:00,Avocados can't be trusted.,"avocados be like
1:00pm: not ready
1:01 pm : just wait a little
1:02pm : almost ready
1:03pm : jk still not ready
1:04pm : READYYYYYYYYY!
1:05pm : lol you missed your
chance","avocados be like
1:00pm: not ready
1:01 pm : just wait a little
1:02pm : almost ready
1:03pm : jk still not ready
1:04pm : READYYYYYYYYY!
1:05pm : lol you missed your
chance",two giraffes in a fenced in area,"text,education,conceptual,business,typographic,research,desktop,knowledge,science,management,medicine,cloud,method,procedure,illustration,school,designing,facts,abstract,analysis","0.9745004,0.95630074,0.9456408,0.94045746,0.9251855,0.9133675,0.9130261,0.91032964,0.9039238,0.89870155,0.8959478,0.88251317,0.88073933,0.8803458,0.8765887,0.8703152,0.86854243,0.8683803,0.86810887,0.8485089",1,1,0,0,1,0
1405630409737397_1784055188561582,https://www.facebook.com/1405630409737397_1784055188561582,12/06/2017 17:00,Avocados canít be trusted.,"avocados be like
1:00pm: not ready
1:01 pm : just wait a little
1:02pm : almost ready
1:03pm : jk still not ready
1:04pm : READYYYYYYYYY!
1:05pm : lol you missed your
chance","avocados be like
1:00pm: not ready
1:01 pm : just wait a little
1:02pm : almost ready
1:03pm : jk still not ready
1:04pm : READYYYYYYYYY!
1:05pm : lol you missed your
chance",a screenshot of a cell phone,"text,education,conceptual,business,typographic,desktop,research,knowledge,science,medicine,management,cloud,illustration,abstract,method,school,designing,procedure,facts,definition","0.9723678,0.94983506,0.94874287,0.9379749,0.925499,0.91893435,0.9049958,0.90193117,0.90006423,0.8948846,0.8914794,0.8826696,0.8757937,0.8716575,0.8708088,0.87007785,0.8641194,0.8631819,0.8625276,0.84016216",1,0,1,1,1,434
1405630409737397_1811379829162451,https://www.facebook.com/1405630409737397_1811379829162451,7/08/2017 11:00,Tell me more. :heart_eyes:,"bae: I bought you a burrito 
me:","bae: I bought you a burrito 
me:",a group of people posing for the camera,"child,people,friendship,education,horizontal,school,classroom,togetherness,indoors,schoolboy,cheerful,pupils,schoolgirl,happiness,adult,woman,adolescent,man,fun,sit","0.99924403,0.99079204,0.98931503,0.98811984,0.9855473,0.983311,0.9821867,0.9779445,0.9736934,0.9673748,0.961338,0.9603373,0.9590421,0.9558736,0.9473938,0.9374783,0.9343395,0.9310744,0.9116711,0.8969047",0,1,0,,,
1405630409737397_1778495262450908,https://www.facebook.com/1405630409737397_1778495262450908,2/06/2017 15:00,Tell me more. :heart_eyes:,"bae: I bought you a burrito
me:","bae: I bought you a burrito
me:",a group of people posing for the camera,"child,friendship,people,togetherness,happiness,cheerful,education,horizontal,woman,man,fun,outdoors,family,adult,adolescent,school,portrait,group,enjoyment,classroom","0.9980663,0.9863738,0.9860274,0.9767715,0.9681065,0.9593762,0.9539892,0.9470328,0.9444046,0.94380057,0.9412844,0.9398333,0.9333764,0.931133,0.91922206,0.9143522,0.8897238,0.8769627,0.85841924,0.8356199",1,1,0,0,1,0
1405630409737397_1793077234326044,https://www.facebook.com/1405630409737397_1793077234326044,2/07/2017 7:00,Tell me more. :heart_eyes:,"bae: I bought you a burrito
me:","bae: I bought you a burrito
me:",a group of people posing for the camera,"child,friendship,people,togetherness,happiness,cheerful,education,horizontal,woman,fun,man,outdoors,family,adult,adolescent,school,portrait,enjoyment,group,classroom","0.9982917,0.98677045,0.9856323,0.97831553,0.9701334,0.9615898,0.95707166,0.9517462,0.945585,0.9437461,0.94188535,0.94038194,0.93162197,0.9297786,0.92378354,0.9173069,0.88932383,0.8680652,0.85997945,0.84638083",1,0,1,1,1,30
1405630409737397_1582635795370190,https://www.facebook.com/1405630409737397_1582635795370190,19/04/2016 11:00,So romantic.,"bae: look at the moon
me:","bae: look at the moon
me:",person standing in front of a mirror,"indoors,door,man,people,security,window,adult,doorway,family,vertical,woman,wood,safety,horizontal,picture frame,thief,entrance,wait,shadow,sit","0.9739716,0.9727111,0.94696057,0.9439335,0.9126119,0.91077,0.8986691,0.8883729,0.8777342,0.86680216,0.84448016,0.8335177,0.81159306,0.8081045,0.8067453,0.79323316,0.7807162,0.7752079,0.765034,0.7517075",0,1,0,,,
1405630409737397_1751035868530181,https://www.facebook.com/1405630409737397_1751035868530181,11/04/2017 15:23,The sweetest thing.,"bae: tell me something romantic
me: you look like a ripe avocado","bae: tell me something romantic
me: you look like a ripe avocado",a man and a woman pose for a picture,"woman,horizontal,people,outdoors,togetherness,love,man,adult,profile,sunset,portrait,romance,side view,nature,young,fair weather,child,headshot,friendship,sky","0.98418194,0.9754744,0.973257,0.9696276,0.9670502,0.9606922,0.95439184,0.9473372,0.945511,0.944738,0.92859066,0.92622066,0.92614675,0.9156771,0.9106226,0.9105236,0.9004815,0.89053977,0.889334,0.88744223",0,1,0,,,
1405630409737397_1728426010791167,https://www.facebook.com/1405630409737397_1728426010791167,23/02/2017 18:00,Sweeter than a love poem.,"bae: tell me something romantic
me:
Eres la tortilla de mi taco","bae: tell me something romantic
me:
Eres la tortilla de mi taco",a picture of some sort,"text,signalise,business,no person,sign,illustration,paper,name,bill,communication,information,warning,banner,billboard,design,blank,box,desktop,admittance,outdoors","0.9426003,0.93112487,0.92501366,0.9205836,0.91274166,0.8869085,0.87614775,0.874408,0.8691257,0.86617327,0.8333323,0.8294033,0.82844734,0.8168335,0.8070959,0.79328454,0.7782135,0.7696738,0.76791525,0.76561975",1,1,0,0,1,0
1405630409737397_1742762186024216,https://www.facebook.com/1405630409737397_1742762186024216,25/03/2017 20:00,Sweeter than a love poem.,"bae: tell me something romantic
me:
Eres la tortilla de mi taco","bae: tell me something romantic
me:
Eres la tortilla de mi taco",a picture of some sort,"text,signalise,business,no person,sign,illustration,paper,name,bill,communication,information,warning,banner,billboard,design,blank,box,admittance,outdoors,desktop","0.9427321,0.9305161,0.9250957,0.9218059,0.91220796,0.88768953,0.8765435,0.8761666,0.8678311,0.8673415,0.8320708,0.8284448,0.8263216,0.8149085,0.80759066,0.79525065,0.78114486,0.7716741,0.77136004,0.77016586",1,0,1,1,1,30
1405630409737397_1705316596435442,https://www.facebook.com/1405630409737397_1705316596435442,9/01/2017 18:00,The best ballon ever!,"bae: tell me something romantic
me:
Me
Gustan
TUS
Carnitas","bae: tell me something romantic
me:
Me
Gustan
TUS
Carnitas",a picture of some sort,"illustration,card,desktop,vector,text,celebration,design,decoration,bill,banner,abstract,square,party,graphic,template,number,color,modern,art,symbol","0.9875775,0.97674537,0.9756538,0.9730007,0.957502,0.9556452,0.95398355,0.94741833,0.946134,0.9391654,0.93134546,0.9267014,0.9150942,0.90754104,0.8967942,0.89398825,0.8924793,0.8874631,0.8854785,0.8801671",1,1,0,0,2,0
1405630409737397_1720831118217323,https://www.facebook.com/1405630409737397_1720831118217323,9/02/2017 2:00,The best ballon ever!,"bae: tell me something romantic
me:
Me
Gustan
TUS
Carnitas","bae: tell me something romantic
me:
Me
Gustan
TUS
Carnitas",a picture of some sort,"illustration,vector,desktop,card,celebration,text,design,decoration,bill,square,banner,abstract,party,graphic,template,art,modern,color,symbol,gift","0.98916316,0.97647583,0.97613055,0.9750191,0.95866513,0.9585054,0.95556575,0.94909525,0.94735456,0.93983006,0.9379272,0.93481183,0.9193555,0.9044204,0.893525,0.89165217,0.891352,0.88667774,0.8846157,0.8835143",1,0,1,1,2,30
1405630409737397_1746451305655304,https://www.facebook.com/1405630409737397_1746451305655304,2/04/2017 20:00,The best ballon ever!,"bae: tell me something romantic
me:
Me
Gustan
TUS
Carnitas","bae: tell me something romantic
me:
Me
Gustan
TUS
Carnitas",a picture of some sort,"illustration,vector,desktop,card,text,celebration,design,decoration,bill,square,banner,abstract,party,graphic,art,modern,template,color,symbol,gift","0.98910284,0.9763765,0.97578204,0.9748213,0.95895576,0.9589175,0.9551493,0.94835806,0.94755685,0.9378396,0.9373107,0.93357015,0.9200125,0.90476227,0.89209914,0.8916395,0.890603,0.885795,0.8827939,0.88241017",1,0,1,2,2,53
1405630409737397_1513300798970357,https://www.facebook.com/1405630409737397_1513300798970357,12/11/2015 14:03,"øBae? 

(via wtfjayday / Tumblr)","Bae?
Bae-te a la bae-rga","Bae?
Bae-te a la bae-rga",a person on some skis in the snow,"illustration,text,sign,business,symbol,desktop,disjunct,art,scribble,communication,design,isolated,abstract,paper,send message,education,visuals,internet,cutout,success","0.96589863,0.9623538,0.9600162,0.95463985,0.944551,0.92888606,0.92135435,0.90085596,0.85749334,0.8541055,0.8380262,0.8323262,0.83231425,0.83219874,0.8259827,0.8115935,0.81112695,0.81072277,0.8041332,0.7949586",0,1,0,,,
1405630409737397_1618603995106703,https://www.facebook.com/1405630409737397_1618603995106703,12/07/2016 20:00,When bananas are too basic.,"BANANAS YOU
TOSTONES ME","BANANAS YOU
TOSTONES ME",several different types of food,"food,vertical,freshness,plate,refreshment,slice,takeout,still life,horizontal,meal,sweet,bowl,pastry,bread,indulgence,cake,cheese,indoors,temptation,baking","0.98248976,0.973959,0.968889,0.95478153,0.94911945,0.9463123,0.9372989,0.93520933,0.8885622,0.87794435,0.86193955,0.8552033,0.85437703,0.84897363,0.8483276,0.81834674,0.8086262,0.80857515,0.80710745,0.8057521",0,1,0,,,
1405630409737397_1503886939911743,https://www.facebook.com/1405630409737397_1503886939911743,17/10/2015 1:00,"#LOL

(via so.mexican / Instagram)","Barber: What do you want?
Him: Gimme that chocolate flan
fade fam","Barber: What do you want?
Him: Gimme that chocolate flan
fade fam",a man cutting a cake,"food,people,coffee,cake,adult,indoors,horizontal,man,drink,restaurant,business,traditional,woman,delicious,table,sweet,breakfast,sugar,cooking,dark","0.94009703,0.9310634,0.9264833,0.86961234,0.8631284,0.85080373,0.84387296,0.8367764,0.82049423,0.8075404,0.8049934,0.7943856,0.78971094,0.7886245,0.7454478,0.72593975,0.7021897,0.6990782,0.6745933,0.6731248",0,1,0,,,
1405630409737397_1536643963302707,https://www.facebook.com/1405630409737397_1536643963302707,3/01/2016 16:00,Say no more.,"barber: what do you want?
him: pelon pelo rico
barber: say no more","barber: what do you want?
him: pelon pelo rico
barber: say no more",person holding a cell phone,"portrait,young,face,adult,people,fashion,man,hair,woman,one,desktop,person,retro,dark,beautiful,style,attractive,model,elegant,sexy","0.9852605,0.9802163,0.97445345,0.9580235,0.9559071,0.95434487,0.94979846,0.9438392,0.9405754,0.9353138,0.9335568,0.9290656,0.9158268,0.9028381,0.90280044,0.90007055,0.88969016,0.88773346,0.8665198,0.8617182",1,1,0,0,1,0
1405630409737397_1579120362388400,https://www.facebook.com/1405630409737397_1579120362388400,10/04/2016 9:00,Say no more.,"barber: what do you want?
him: pelon pelo rico
barber: say no more","barber: what do you want?
him: pelon pelo rico
barber: say no more",person holding a cell phone,"portrait,young,face,adult,people,man,fashion,hair,woman,one,desktop,person,retro,dark,beautiful,style,attractive,model,head,isolated","0.9858105,0.9797698,0.9746341,0.96040624,0.95617485,0.9543555,0.94965136,0.9388638,0.9379127,0.9355475,0.9333776,0.9291408,0.9076973,0.9035835,0.8956935,0.8889897,0.8851135,0.8841152,0.8561239,0.8560281",1,0,1,1,1,98
1405630409737397_1775125159454585,https://www.facebook.com/1405630409737397_1775125159454585,25/05/2017 20:00,Mom: Hazte un hot dog con tortilla.,"baseball stadiums are now selling taco
dogs like the ones I used to make when
we didn't have buns at home","baseball stadiums are now selling taco
dogs like the ones I used to make when
we didn't have buns at home",a hand holding a hot dog,"food,cheese,refreshment,meal,slice,sushi,lunch,seafood,pizza,meat,plate,horizontal,epicure,square,takeout,vegetable,tuna,dinner,no person,tray","0.9914317,0.97015285,0.96739066,0.9663525,0.9462306,0.9386257,0.92068005,0.9190413,0.9047629,0.8979255,0.8977065,0.893666,0.8787856,0.8780787,0.87337834,0.86727786,0.8668864,0.86244273,0.8616975,0.8602805",0,1,0,,,
1405630409737397_1580569722243464,https://www.facebook.com/1405630409737397_1580569722243464,13/04/2016 15:00,The glo up is real.,"be careful who you call
ugly in high school","be careful who you call
ugly in high school",several different types of food,"food,meal,plate,vegetable,refreshment,meat,tasty,dinner,cuisine,lunch,epicure,dish,cheese,restaurant,delicious,healthy,desktop,tomato,sauce,chicken","0.992092,0.9742785,0.9506046,0.9427986,0.9406096,0.93598616,0.9341481,0.9321378,0.92778563,0.9168155,0.9156997,0.90198886,0.89297867,0.89272666,0.890464,0.8819705,0.8663415,0.8626214,0.8605288,0.8537557",0,1,0,,,
1405630409737397_1606779026289200,https://www.facebook.com/1405630409737397_1606779026289200,12/06/2016 18:00,"We :heart: you, Orlando.","be proud of every single
part of who you are","be proud of every single
part of who you are",a group of people walking down a street,"street,people,road,man,city,woman,crowd,military,event,many,outdoors,competition,parade,child,fun,adult,festival,wear,battle,action","0.97118413,0.9698345,0.9579981,0.95673823,0.9413513,0.91079557,0.8250337,0.82488316,0.8042151,0.7866888,0.78358984,0.77665734,0.77642643,0.7713697,0.76784354,0.76779413,0.75837076,0.75169086,0.7500781,0.74939454",0,1,0,,,
1405630409737397_1599088570391579,https://www.facebook.com/1405630409737397_1599088570391579,25/05/2016 11:00,Daily motivation.,"be the tortilla that puffs up,
don't let anyone hold u down","be the tortilla that puffs up,
don't let anyone hold u down",a plate of cake,"no person,food,homemade,refreshment,delicious,bread,flour,round out,cooking,breakfast,baking,flat,hot,wood,traditional,wheat,tasty,lunch,health,dinner","0.9834796,0.983328,0.97051454,0.9614761,0.947135,0.94420904,0.9413651,0.920657,0.9189993,0.9158879,0.90894437,0.9000174,0.89789337,0.897532,0.89290226,0.88837826,0.8726961,0.871208,0.87114716,0.8707809",0,1,0,,,
1405630409737397_1541230412844062,https://www.facebook.com/1405630409737397_1541230412844062,15/01/2016 12:02,Which one is your favorite?,"beauty comes in all
shapes and sizes","beauty comes in all
shapes and sizes",several different types of food,"food,dinner,healthy,lunch,meal,cuisine,traditional,closeup,pasta,cooking,epicure,delicious,desktop,diet,nutrition,vegetable,no person,tasty,health,dish","0.9945606,0.9924999,0.98691154,0.98263043,0.98160845,0.9806253,0.97591996,0.97169256,0.97151625,0.96760774,0.96330917,0.9628381,0.9610418,0.9606223,0.9598856,0.9573424,0.95521873,0.95343286,0.95114833,0.95044154",1,1,0,0,1,0
1405630409737397_1556449124655524,https://www.facebook.com/1405630409737397_1556449124655524,21/02/2016 12:00,All shapes are beautiful.,"beauty comes in all
shapes and sizes","beauty comes in all
shapes and sizes",several different types of food,"food,dinner,healthy,lunch,meal,cuisine,traditional,pasta,closeup,cooking,delicious,epicure,nutrition,desktop,diet,no person,vegetable,tasty,carrot,dish","0.99440014,0.9923988,0.9850601,0.98279595,0.981345,0.9801854,0.97603047,0.9713136,0.96893096,0.9675151,0.9632896,0.96155083,0.9587626,0.9577917,0.957531,0.9571121,0.9565935,0.9518486,0.95164895,0.9491967",1,0,1,1,1,37
1405630409737397_1596876547279448,https://www.facebook.com/1405630409737397_1596876547279448,21/05/2016 0:00,Works.,"beauty hack #104:
eat all the damn tacos
you want.","beauty hack #104:
eat all the damn tacos
you want.",a couple of giraffes that are next to a tree,"text,business,desktop,disjunct,conceptual,education,abstract,illustration,symbol,graphic,science,internet,typographic,no person,research,facts,design,horizontal,cloud,sign","0.9703008,0.9600372,0.93734056,0.93624014,0.92521906,0.91124976,0.9105438,0.9060373,0.9036106,0.8991817,0.873351,0.86483055,0.85524017,0.8390833,0.83727956,0.8303564,0.8230056,0.8187115,0.8025339,0.7927402",0,1,0,,,
1405630409737397_1586643728302730,https://www.facebook.com/1405630409737397_1586643728302730,27/04/2016 18:00,Mexican beauty hack.,"beauty tip:
keep your skin as moisturized
as a tres leches cake","beauty tip:
keep your skin as moisturized
as a tres leches cake",a bird perched on top of a couch,"desktop,disjunct,business,text,abstract,no person,illustration,science,symbol,graphic,education,design,conceptual,horizontal,art,research,facts,internet,creativity,medicine","0.94621587,0.9455545,0.93693674,0.9277557,0.9121896,0.91165507,0.90326333,0.8934362,0.8856468,0.8828482,0.87410265,0.87391555,0.86882454,0.8344501,0.8103049,0.79621553,0.778639,0.7734275,0.75709116,0.7495452",1,1,0,0,1,0
1405630409737397_1601138260186610,https://www.facebook.com/1405630409737397_1601138260186610,30/05/2016 9:00,Tip of the day.,"beauty tip:
keep your skin as moisturized
as a tres leches cake","beauty tip:
keep your skin as moisturized
as a tres leches cake",a bird perched on top of a couch,"desktop,disjunct,business,text,abstract,no person,illustration,science,symbol,graphic,design,education,conceptual,horizontal,art,research,facts,internet,creativity,image","0.9462222,0.9456401,0.93686795,0.92810637,0.91248673,0.91168267,0.90332794,0.89273953,0.8852497,0.88381827,0.87367725,0.87290156,0.87056637,0.8319305,0.8079854,0.7951436,0.77951264,0.77202845,0.7558652,0.747929",1,0,1,1,1,33
1405630409737397_1571731146460655,https://www.facebook.com/1405630409737397_1571731146460655,27/03/2016 11:00,Definitely an upgrade.,"because mexicans upgrade
everything","because mexicans upgrade
everything",a photo of a pizza,"food,corn,healthy,health,desktop,nutrition,no person,delicious,meal,corncob,closeup,diet,cooking,meat,cereal,popcorn,tasty,hazelnut,refreshment,dinner","0.9909627,0.98585767,0.97808564,0.9757563,0.9507321,0.95056385,0.9478206,0.9231938,0.91589475,0.90875053,0.90480673,0.9024918,0.8991486,0.89670664,0.87781155,0.8763652,0.87178963,0.851002,0.8434948,0.80822504",1,1,0,0,1,0
1405630409737397_1789800047987096,https://www.facebook.com/1405630409737397_1789800047987096,29/06/2017 0:00,Definitely an upgrade.,"because mexicans upgrade
everything","because mexicans upgrade
everything",a close up of food,"food,corn,health,healthy,no person,nutrition,desktop,corncob,delicious,meal,cooking,meat,closeup,diet,horizontal,cereal,tasty,popcorn,refreshment,hazelnut","0.9917704,0.98795736,0.9771693,0.9740316,0.960047,0.95416445,0.94174874,0.93331385,0.9276924,0.9117943,0.9103919,0.8987899,0.8906763,0.8905611,0.86880517,0.8685579,0.846568,0.84501624,0.8346497,0.82607234",1,0,1,1,1,459
1405630409737397_1789819237985177,https://www.facebook.com/1405630409737397_1789819237985177,24/06/2017 0:00,Protect what you love.,because safety first,because safety first,a piece of luggage,"no person,paper,knife,food,desktop,horizontal,isolated,trash,indoors,business,delicious,litter,unhealthy,health,milk,messy,plastic,dirty,wood,stranded","0.9656236,0.94295573,0.93970734,0.9164789,0.91346407,0.90736425,0.898539,0.8905392,0.88571733,0.8773824,0.86292535,0.84737635,0.8369068,0.82254195,0.81742865,0.8114102,0.8073337,0.7983668,0.79249716,0.7806319",1,1,0,0,1,0
1405630409737397_1806426166324484,https://www.facebook.com/1405630409737397_1806426166324484,26/07/2017 7:00,Protect what you love.,because safety first,because safety first,a close up of a box,"food,no person,horizontal,paper,desktop,indoors,bag,luxury,milk,box,wood,business,container,cheese,refreshment,full,table,trash,isolated,design","0.9496912,0.9450748,0.94126153,0.91519034,0.89054716,0.8804272,0.8760499,0.87267876,0.8670943,0.86377025,0.8624691,0.85159886,0.8420762,0.8371682,0.8301461,0.8248927,0.81509215,0.8003647,0.7993119,0.7936553",1,0,1,1,1,32
1405630409737397_1617589165208186,https://www.facebook.com/1405630409737397_1617589165208186,10/07/2016 0:00,I'm weak.,"beer colder than your
ex's heart","beer colder than your
ex's heart",a picture of some sort,"blank,wall,illustration,business,sign,bill,paper,symbol,design,banner,desktop,empty,office,text,people,chair,wood,guidance,inside,street","0.91078717,0.9063355,0.902353,0.89443564,0.8913897,0.8828565,0.85587406,0.8479034,0.830923,0.82082593,0.82029605,0.815673,0.8069705,0.80094993,0.79457164,0.7916248,0.76781726,0.76522857,0.7568221,0.7434602",0,1,0,,,
1405630409737397_1710656569234778,https://www.facebook.com/1405630409737397_1710656569234778,22/01/2017 9:00,It gives me life.,before and after my cafecito,before and after my cafecito,a cup of coffee,"indoors,horizontal,food,freshness,bowl,drink,dawn,vertical,bathtub,cup,milk,H2O,bathroom,plate,square,empty,clean,refreshment,coffee,liquid","0.9736699,0.95775795,0.9492785,0.9407677,0.93683064,0.9260463,0.916443,0.91435415,0.9014785,0.90014935,0.8913117,0.8803619,0.8752407,0.85396254,0.8452167,0.8396733,0.8341164,0.82375956,0.8213378,0.8193948",1,1,0,0,1,0
1405630409737397_1733524496947985,https://www.facebook.com/1405630409737397_1733524496947985,7/03/2017 8:00,It gives me life.,before and after my cafecito,before and after my cafecito,a cup of coffee,"indoors,horizontal,food,freshness,bowl,drink,dawn,vertical,bathtub,cup,milk,H2O,bathroom,plate,square,empty,clean,coffee,refreshment,liquid","0.9732778,0.95716226,0.9480926,0.93902206,0.93552065,0.92581904,0.91675866,0.9101979,0.9026545,0.89969885,0.8913547,0.8814948,0.87617606,0.85128903,0.84534794,0.8396581,0.83377296,0.8234458,0.8216789,0.817471",1,0,1,1,1,44
1405630409737397_1814832095483891,https://www.facebook.com/1405630409737397_1814832095483891,12/08/2017 6:00,Cafecito will get you feeling some type of way.,before cafecito vs after cafecito,before cafecito vs after cafecito,a pair of men taking a selfie,"horizontal,illustration,people,man,adult,business,indoors,technology,danger,equipment,paper,war,dirty,isolated,military,old,woman,wear,desktop,design","0.9478973,0.931592,0.9280977,0.924479,0.8749495,0.8690273,0.8679304,0.8400519,0.8003275,0.7923506,0.7872591,0.77491885,0.76456094,0.72953486,0.7122654,0.70982563,0.70848423,0.6958436,0.6954184,0.6939923",0,1,0,,,
